date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:48:49	26496/26496	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2011:15:21%20GMT	https://htmldemo.zcubethemes.com/designit/service.html	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/service.html	(from https://htmldemo.zcubethemes.com/designit/)
22:48:51	23795/23795	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2011:15:22%20GMT	https://htmldemo.zcubethemes.com/designit/single-service.html	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/single-service.html	(from https://htmldemo.zcubethemes.com/designit/)
22:48:52	21256/21256	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2011:15:20%20GMT	https://htmldemo.zcubethemes.com/designit/projects.html	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/projects.html	(from https://htmldemo.zcubethemes.com/designit/)
22:48:54	28315/28315	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2011:15:22%20GMT	https://htmldemo.zcubethemes.com/designit/team.html	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/team.html	(from https://htmldemo.zcubethemes.com/designit/)
22:48:55	22759/22759	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2011:15:23%20GMT	https://htmldemo.zcubethemes.com/designit/team-single.html	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/team-single.html	(from https://htmldemo.zcubethemes.com/designit/)
22:48:57	22099/22099	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2011:15:19%20GMT	https://htmldemo.zcubethemes.com/designit/pricing.html	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/pricing.html	(from https://htmldemo.zcubethemes.com/designit/)
22:48:58	24641/24641	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2011:15:15%20GMT	https://htmldemo.zcubethemes.com/designit/faq.html	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/faq.html	(from https://htmldemo.zcubethemes.com/designit/)
22:49:00	30050/30050	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2011:15:13%20GMT	https://htmldemo.zcubethemes.com/designit/blog.html	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/blog.html	(from https://htmldemo.zcubethemes.com/designit/)
22:49:01	37712/37712	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2011:15:14%20GMT	https://htmldemo.zcubethemes.com/designit/blog-details.html	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/blog-details.html	(from https://htmldemo.zcubethemes.com/designit/)
22:49:03	22306/22306	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Mar%202024%2011:15:15%20GMT	https://htmldemo.zcubethemes.com/designit/contact.html	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/contact.html	(from https://htmldemo.zcubethemes.com/designit/)
22:49:07	1724830/1724830	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:03:38%20GMT	https://htmldemo.zcubethemes.com/designit/img/slider/slider_bg.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/slider/slider_bg.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:07	356515/356515	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:03:41%20GMT	https://htmldemo.zcubethemes.com/designit/img/slider/slider_img_bg02.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/slider/slider_img_bg02.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:09	648395/648395	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:03:44%20GMT	https://htmldemo.zcubethemes.com/designit/img/slider/slider_img_bg03.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/slider/slider_img_bg03.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:10	76/76	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:01:55%20GMT	https://htmldemo.zcubethemes.com/designit/img/bg/circle_right.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/bg/circle_right.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:10	620770/620770	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:02:43%20GMT	https://htmldemo.zcubethemes.com/designit/img/features/about_img_02.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/features/about_img_02.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:11	2739/2739	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:02:44%20GMT	https://htmldemo.zcubethemes.com/designit/img/features/user-about.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/features/user-about.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:13	51052/51052	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:02:01%20GMT	https://htmldemo.zcubethemes.com/designit/img/bg/service-bg.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/bg/service-bg.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:14	1414/1414	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:03:15%20GMT	https://htmldemo.zcubethemes.com/designit/img/icon/se-icon1.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/icon/se-icon1.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:15	1845/1845	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:03:16%20GMT	https://htmldemo.zcubethemes.com/designit/img/icon/se-icon2.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/icon/se-icon2.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:16	1730/1730	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:03:18%20GMT	https://htmldemo.zcubethemes.com/designit/img/icon/se-icon3.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/icon/se-icon3.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:18	1571/1571	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:03:19%20GMT	https://htmldemo.zcubethemes.com/designit/img/icon/se-icon4.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/icon/se-icon4.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:20	2321/2321	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:03:20%20GMT	https://htmldemo.zcubethemes.com/designit/img/icon/se-icon5.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/icon/se-icon5.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:21	1988/1988	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:03:21%20GMT	https://htmldemo.zcubethemes.com/designit/img/icon/se-icon6.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/icon/se-icon6.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:24	374566/374566	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:02:50%20GMT	https://htmldemo.zcubethemes.com/designit/img/gallery/protfolio-img01.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/gallery/protfolio-img01.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:25	392457/392457	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:02:50%20GMT	https://htmldemo.zcubethemes.com/designit/img/gallery/protfolio-img02.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/gallery/protfolio-img02.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:26	68722/68722	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2008:03:50%20GMT	https://htmldemo.zcubethemes.com/designit/img/team/team01.jpg	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/team/team01.jpg	(from https://htmldemo.zcubethemes.com/designit/)
22:49:26	356994/356994	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:02:53%20GMT	https://htmldemo.zcubethemes.com/designit/img/gallery/protfolio-img03.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/gallery/protfolio-img03.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:28	61532/61532	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2008:03:51%20GMT	https://htmldemo.zcubethemes.com/designit/img/team/team02.jpg	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/team/team02.jpg	(from https://htmldemo.zcubethemes.com/designit/)
22:49:29	73118/73118	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2008:03:52%20GMT	https://htmldemo.zcubethemes.com/designit/img/team/team03.jpg	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/team/team03.jpg	(from https://htmldemo.zcubethemes.com/designit/)
22:49:30	65711/65711	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2008:03:53%20GMT	https://htmldemo.zcubethemes.com/designit/img/team/team04.jpg	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/team/team04.jpg	(from https://htmldemo.zcubethemes.com/designit/)
22:49:32	97985/97985	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:02:03%20GMT	https://htmldemo.zcubethemes.com/designit/img/bg/steps-bg.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/bg/steps-bg.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:34	56576/56576	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:02:05%20GMT	https://htmldemo.zcubethemes.com/designit/img/bg/testimonial-bg.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/bg/testimonial-bg.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:34	1356338/1356338	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:02:06%20GMT	https://htmldemo.zcubethemes.com/designit/img/bg/steps-img.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/bg/steps-img.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:35	11212/11212	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:04:02%20GMT	https://htmldemo.zcubethemes.com/designit/img/testimonial/testi_avatar.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/testimonial/testi_avatar.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:36	9998/9998	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:04:03%20GMT	https://htmldemo.zcubethemes.com/designit/img/testimonial/testi_avatar_02.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/testimonial/testi_avatar_02.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:37	10015/10015	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:04:04%20GMT	https://htmldemo.zcubethemes.com/designit/img/testimonial/testi_avatar_03.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/testimonial/testi_avatar_03.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:39	717/717	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:01:58%20GMT	https://htmldemo.zcubethemes.com/designit/img/bg/play-button.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/bg/play-button.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:40	1438675/1438675	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:02:10%20GMT	https://htmldemo.zcubethemes.com/designit/img/bg/vedio-img.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/bg/vedio-img.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:42	729181/729181	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2008:02:22%20GMT	https://htmldemo.zcubethemes.com/designit/img/blog/inner_b1.jpg	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/blog/inner_b1.jpg	(from https://htmldemo.zcubethemes.com/designit/)
22:49:43	540564/540564	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2008:02:22%20GMT	https://htmldemo.zcubethemes.com/designit/img/blog/inner_b2.jpg	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/blog/inner_b2.jpg	(from https://htmldemo.zcubethemes.com/designit/)
22:49:45	717632/717632	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2008:02:25%20GMT	https://htmldemo.zcubethemes.com/designit/img/blog/inner_b3.jpg	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/blog/inner_b3.jpg	(from https://htmldemo.zcubethemes.com/designit/)
22:49:45	88776/88776	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:01:59%20GMT	https://htmldemo.zcubethemes.com/designit/img/bg/footer_bg.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/bg/footer_bg.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:46	583/583	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Aug%202022%2009:24:09%20GMT	https://htmldemo.zcubethemes.com/designit/services.html	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/services.39.delayed	(from https://htmldemo.zcubethemes.com/designit/)
22:49:47	1477/1477	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:03:13%20GMT	https://htmldemo.zcubethemes.com/designit/img/icon/ft-icon01.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/icon/ft-icon01.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:48	1334/1334	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:03:13%20GMT	https://htmldemo.zcubethemes.com/designit/img/icon/ft-icon02.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/icon/ft-icon02.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:50	1550/1550	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2008:03:14%20GMT	https://htmldemo.zcubethemes.com/designit/img/icon/ft-icon03.png	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/img/icon/ft-icon03.png	(from https://htmldemo.zcubethemes.com/designit/)
22:49:51	8636/8636	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:16%20GMT	https://htmldemo.zcubethemes.com/designit/js/vendor/modernizr-3.5.0.min.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/vendor/modernizr-3.5.0.min.js	(from https://htmldemo.zcubethemes.com/designit/)
22:49:53	87532/87532	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:17%20GMT	https://htmldemo.zcubethemes.com/designit/js/vendor/jquery.min.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/vendor/jquery.min.js	(from https://htmldemo.zcubethemes.com/designit/)
22:49:53	19188/19188	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:11%20GMT	https://htmldemo.zcubethemes.com/designit/js/popper.min.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/popper.min.js	(from https://htmldemo.zcubethemes.com/designit/)
22:49:55	60089/60089	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:01%20GMT	https://htmldemo.zcubethemes.com/designit/js/bootstrap.min.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/bootstrap.min.js	(from https://htmldemo.zcubethemes.com/designit/)
22:49:56	42863/42863	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:12%20GMT	https://htmldemo.zcubethemes.com/designit/js/slick.min.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/slick.min.js	(from https://htmldemo.zcubethemes.com/designit/)
22:49:57	1202/1202	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:00%20GMT	https://htmldemo.zcubethemes.com/designit/js/ajax-form.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/ajax-form.js	(from https://htmldemo.zcubethemes.com/designit/)
22:49:58	8806/8806	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:08%20GMT	https://htmldemo.zcubethemes.com/designit/js/paroller.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/paroller.js	(from https://htmldemo.zcubethemes.com/designit/)
22:50:00	8415/8415	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:13%20GMT	https://htmldemo.zcubethemes.com/designit/js/wow.min.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/wow.min.js	(from https://htmldemo.zcubethemes.com/designit/)
22:50:01	35503/35503	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:06%20GMT	https://htmldemo.zcubethemes.com/designit/js/js_isotope.pkgd.min.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/js_isotope.pkgd.min.js	(from https://htmldemo.zcubethemes.com/designit/)
22:50:02	8113/8113	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:02%20GMT	https://htmldemo.zcubethemes.com/designit/js/imagesloaded.min.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/imagesloaded.min.js	(from https://htmldemo.zcubethemes.com/designit/)
22:50:03	12293/12293	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:08%20GMT	https://htmldemo.zcubethemes.com/designit/js/parallax.min.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/parallax.min.js	(from https://htmldemo.zcubethemes.com/designit/)
22:50:04	8833/8833	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:05%20GMT	https://htmldemo.zcubethemes.com/designit/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/jquery.waypoints.min.js	(from https://htmldemo.zcubethemes.com/designit/)
22:50:06	1067/1067	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:02%20GMT	https://htmldemo.zcubethemes.com/designit/js/jquery.counterup.min.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/jquery.counterup.min.js	(from https://htmldemo.zcubethemes.com/designit/)
22:50:07	2035/2035	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:04%20GMT	https://htmldemo.zcubethemes.com/designit/js/jquery.scrollUp.min.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/jquery.scrollUp.min.js	(from https://htmldemo.zcubethemes.com/designit/)
22:50:09	4019/4019	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:03%20GMT	https://htmldemo.zcubethemes.com/designit/js/jquery.meanmenu.min.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/jquery.meanmenu.min.js	(from https://htmldemo.zcubethemes.com/designit/)
22:50:10	9117/9117	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:07%20GMT	https://htmldemo.zcubethemes.com/designit/js/parallax-scroll.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/parallax-scroll.js	(from https://htmldemo.zcubethemes.com/designit/)
22:50:11	20216/20216	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:03%20GMT	https://htmldemo.zcubethemes.com/designit/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/jquery.magnific-popup.min.js	(from https://htmldemo.zcubethemes.com/designit/)
22:50:12	1451/1451	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:01%20GMT	https://htmldemo.zcubethemes.com/designit/js/element-in-view.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/element-in-view.js	(from https://htmldemo.zcubethemes.com/designit/)
22:50:14	14530/14530	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202024%2011:11:06%20GMT	https://htmldemo.zcubethemes.com/designit/js/main.js	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/js/main.js	(from https://htmldemo.zcubethemes.com/designit/)
22:50:16	129734/129734	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2025%20Jun%202023%2008:01:12%20GMT	https://htmldemo.zcubethemes.com/designit/fontawesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/fontawesome/webfonts/fa-brands-400.eot	(from https://htmldemo.zcubethemes.com/designit/fontawesome/css/all.min.css)
22:50:17	129734/129734	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2025%20Jun%202023%2008:01:12%20GMT	https://htmldemo.zcubethemes.com/designit/fontawesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/furnlite/htmldemo.zcubethemes.com/designit/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://htmldemo.zcubethemes.com/designit/fontawesome/css/all.min.css)
